frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2809301.324955,49572.000000,16.248077
4,306493.068274,11184.000000,14198.888478
8,239668.999729,5710.000000,6945.340452
16,451792.414874,17016.000000,2165.088913
32,1510612.669836,24262.000000,73988.152869
64,2187183.112019,51624.000000,176896.005334
128,444159.613050,9262.000000,33919.287522
256,2489370.617092,49418.000000,390819.025021
512,389238.012510,8808.000000,28349.229408
1024,421565.442576,12292.000000,48223.793152
2048,495103.672172,13405.000000,210506.665191
4096,2971773.349138,45597.000000,569192.281890
8192,489989.367943,13490.000000,181007.513568
16384,571270.191732,11565.000000,216757.788644
32768,893023.890705,20422.000000,754368.807493
65536,753836.467901,16585.000000,0.000000
