frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,139426.716314,4615.000000,706.898861
4,2586207.979797,42738.000000,81.111035
8,1146866.308885,17900.000000,44785.306095
16,719855.761968,12724.000000,16515.155252
32,838560.152151,15626.000000,31334.788526
64,776535.207777,12112.000000,30795.958972
128,1067367.972490,23438.000000,57903.280460
256,1055356.947265,17453.000000,106286.882573
512,1313994.545715,24813.000000,33025.552410
1024,2785323.652592,43988.000000,351056.491125
2048,1337830.544967,20364.000000,287244.875011
4096,996598.718054,21920.000000,459642.098990
8192,2965396.829735,40421.000000,1198821.847084
16384,1328483.563323,22388.000000,564101.697059
32768,1805010.111703,60296.000000,398357.910958
65536,1761179.430645,34244.000000,0.000000
