frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,638812.695353,17775.000000,1764.072844
4,324163.167476,8954.000000,1539.339144
8,324600.585227,7754.000000,244.683469
16,1498042.083511,25152.000000,47809.307420
32,1795038.248420,37159.000000,80157.298021
64,738974.520178,17319.000000,21395.533436
128,250986.857987,8294.000000,144.384902
256,3048807.972288,47781.000000,387348.089662
512,504641.725443,10956.000000,58638.825295
1024,2878092.848447,55062.000000,651883.883417
2048,2091175.355221,30708.000000,438928.046512
4096,947185.780524,17930.000000,486695.625803
8192,724925.175911,19819.000000,168407.980580
16384,5331151.872589,75725.000000,1178384.097705
32768,9826609.902979,158545.000000,5588323.216870
65536,1150363.263800,34223.000000,519057.088743
