frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,366202.564121,7809.000000,460.810156
4,828486.424616,16003.000000,28762.741351
8,131457.578492,5031.000000,526.974383
16,2471041.223873,36286.000000,92701.401430
32,218909.511872,6596.000000,1247.838932
64,941573.184864,17915.000000,76772.946453
128,1454391.961477,22879.000000,141512.196867
256,1042267.628036,26935.000000,9782.911325
512,889930.922957,20382.000000,58276.600682
1024,3644387.609313,99940.000000,228639.395107
2048,709792.331614,12165.000000,99937.290683
4096,1849627.722697,34731.000000,299928.158350
8192,632036.794113,14171.000000,177521.438153
16384,933571.259459,21411.000000,553773.591846
32768,496862.345110,14734.000000,299900.500892
65536,3237014.800199,66854.000000,732144.782346
