arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
24,13.000000,262144,113213860.099159
24,15.300000,32768,150024884.361297
24,19.700000,4096,211307352.160907
24,32.300000,512,349816432.974140
24,90.000000,18,511896562.633985
24,90.000000,27,486831629.149292
24,90.000000,36,462194667.783532
