arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
40,13.000000,262144,8438290.537438
40,15.300000,32768,12155705.381263
40,19.700000,4096,19327022.014288
40,32.300000,512,34520911.121859
40,90.000000,18,49625026.981540
40,90.000000,27,48285192.140870
40,90.000000,36,47233680.069958
