arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
40,13.000000,262144,63060338.147598
40,15.300000,32768,97861932.971600
40,19.700000,4096,151658025.435119
40,32.300000,512,276081429.287434
40,90.000000,18,403321127.187146
40,90.000000,27,384876832.732892
40,90.000000,36,371392702.147195
