arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
32,13.000000,262144,85454655.847479
32,15.300000,32768,119208244.709553
32,19.700000,4096,179238762.810751
32,32.300000,512,310504528.586712
32,90.000000,18,456481655.550581
32,90.000000,27,437717467.270439
32,90.000000,36,420846493.019407
