arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,13.000000,262144,12735330.675502
28,15.300000,32768,16935426.763711
28,19.700000,4096,23820816.848954
28,32.300000,512,40920974.696115
28,90.000000,18,60613839.575527
28,90.000000,27,57905953.388675
28,90.000000,36,55508735.522965
