arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
36,13.000000,262144,77246408.222787
36,15.300000,32768,106013512.798265
36,19.700000,4096,169365058.659378
36,32.300000,512,296258597.123634
36,90.000000,18,431077231.095000
36,90.000000,27,413698198.210613
36,90.000000,36,393650204.804220
