arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
24,8000.000000,3000,975700153.970883
24,300.000000,150,33537152.860152
24,1500.000000,600,180080902.434561
24,13.000000,262144,73494832.554422
24,15.300000,32768,92979168.538570
24,19.700000,4096,130667851.479683
24,90.000000,27,293098078.869067
24,32.300000,512,211567797.265479
24,90.000000,36,279630306.056725
24,90.000000,18,307885847.424875
