arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
28,300.000000,150,33212645.972454
28,8000.000000,3000,985339734.072372
28,1500.000000,600,182964396.146684
28,13.000000,262144,62067108.555415
28,15.300000,32768,82652696.199512
28,19.700000,4096,123457730.629874
28,32.300000,512,201046518.280830
28,90.000000,36,269261760.409243
28,90.000000,27,279410272.420049
28,90.000000,18,295148867.801470
