arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
38,1500.000000,600,181958960.561439
38,300.000000,150,32533385.813040
38,8000.000000,3000,982695734.283465
38,13.000000,262144,43813127.895917
38,15.300000,32768,63435354.577403
38,19.700000,4096,97310243.767655
38,32.300000,512,172706491.349465
38,90.000000,36,239635700.627503
38,90.000000,27,252213323.844268
38,90.000000,18,262164368.604664
