arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
30,300.000000,150,32654422.855318
30,1500.000000,600,180325056.391803
30,8000.000000,3000,993786697.453562
30,13.000000,262144,59679114.904568
30,15.300000,32768,80522992.725066
30,19.700000,4096,115801208.006814
30,32.300000,512,194362458.663053
30,90.000000,27,275004983.783502
30,90.000000,18,288731099.952645
30,90.000000,36,260823163.815001
