arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
28,1500.000000,600,184806711.476172
28,300.000000,150,33111806.448357
28,8000.000000,3000,986971643.131551
28,13.000000,262144,62334000.789473
28,15.300000,32768,82828440.619803
28,19.700000,4096,122013460.704840
28,32.300000,512,199860056.768888
28,90.000000,36,267564311.840136
28,90.000000,27,279791202.088685
28,90.000000,18,293453120.492392
