frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1209665.068041,291580.000000,67.186308
4,2061323.569594,259225.000000,48.445846
8,1309130.708784,258855.000000,104.608795
16,1977818.707212,295156.000000,1771.309685
32,2186706.060572,290310.000000,114641.664311
64,2693178.210279,297749.000000,46432.029484
128,2179804.319036,255996.000000,161644.969844
256,2833657.948297,273382.000000,94657.612874
512,2125925.097359,290484.000000,4024.124004
1024,2701361.684446,290012.000000,36603.455028
2048,2177059.255591,221106.000000,150525.874361
4096,3132217.267143,286125.000000,1680689.781091
8192,1698398.055678,300915.000000,556446.507281
16384,2702242.290521,296839.000000,476986.554272
32768,5427749.691011,297529.000000,4234595.025052
65536,4149041.146828,293699.000000,2806725.578407
