frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2010349.931745,298722.000000,116.567577
4,1858360.847065,248576.000000,90.016665
8,1494059.155429,280991.000000,182.562318
16,1901768.308409,298045.000000,75.617458
32,2388078.405530,302022.000000,2290.360889
64,3062374.348191,292485.000000,78937.874344
128,2766291.494315,297363.000000,31086.143006
256,2643509.500073,299891.000000,119643.904813
512,3558715.124082,303487.000000,57741.220986
1024,2925815.173706,292953.000000,342704.830137
2048,3228731.047797,292222.000000,497516.262296
4096,3211389.376509,304061.000000,1373666.865632
8192,1939090.380956,300031.000000,1311070.742196
16384,3309129.128521,256779.000000,1575480.476736
32768,1844383.952148,215771.000000,1308467.557063
65536,640143.405372,125880.000000,0.000000
