frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,910093.435567,166825.000000,233.268086
4,1828690.921819,248815.000000,148.606864
8,983343.095245,233348.000000,307.385751
16,2950515.954300,288554.000000,368.972899
32,2239817.305117,289567.000000,460.071734
64,2533348.526382,285396.000000,127002.411906
128,2073236.976273,273558.000000,6211.042183
256,3126492.099371,290453.000000,116238.390263
512,3563316.048724,299956.000000,295229.142207
1024,2778675.187853,290992.000000,53117.932989
2048,1647400.745499,260623.000000,708570.626738
4096,3143389.932123,278723.000000,1306754.319727
8192,2951254.440834,292648.000000,466902.945445
16384,2743337.319428,235718.000000,2472987.044930
32768,4950083.913709,285723.000000,3409573.520186
65536,3078811.480548,300285.000000,2753619.588375
