frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1578963.692241,269645.000000,67.712628
4,1774244.866157,299815.000000,51.009803
8,1626499.622326,247934.000000,213.866781
16,2206364.026065,290558.000000,74.000000
32,2234535.576426,286371.000000,116.008620
64,2669035.053137,297511.000000,4368.508441
128,3315511.539192,294833.000000,38832.640369
256,2777747.861064,296209.000000,62693.727055
512,3126901.632622,288494.000000,89238.758592
1024,2782764.783337,281620.000000,41390.868957
2048,2553444.877720,298201.000000,300866.584878
4096,3212205.856063,279828.000000,1268592.236786
8192,3104834.139087,267708.000000,872910.115857
16384,3881371.307040,297682.000000,481754.975061
32768,3064840.628276,297409.000000,1955324.520450
65536,3800232.484463,237031.000000,1363844.876159
