frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1728255.623919,303308.000000,93.829633
4,814882.737022,270507.000000,79882.903640
8,2005224.919918,288142.000000,62.761453
16,1803754.526360,278914.000000,15215.489673
32,2468578.972565,300316.000000,370.693944
64,2061113.442521,280193.000000,63543.320727
128,2678734.731403,295326.000000,103932.923826
256,3186632.436680,302807.000000,56002.346924
512,2434287.482228,296241.000000,37997.817595
1024,2884114.957583,292444.000000,30324.680246
2048,2480896.650950,289596.000000,568811.279996
4096,2745862.816380,291326.000000,311178.309091
8192,4019600.102508,288044.000000,1727698.831956
16384,3033696.709428,297691.000000,1475560.302907
32768,3469213.805637,305302.000000,1667330.260525
65536,2955123.544432,188114.000000,2672850.829255
