frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1425116.782312,284828.000000,387.770551
4,1292098.577279,229627.000000,148.037157
8,2379388.755638,289949.000000,179.791546
16,2448037.189491,299338.000000,217.478735
32,1726854.674810,246935.000000,118.283558
64,2701443.529582,298883.000000,10261.695620
128,2637996.578958,282368.000000,203496.751723
256,3136308.250452,303874.000000,9539.286609
512,2660967.216774,301646.000000,16771.988284
1024,2205424.909255,295706.000000,175683.270595
2048,2441052.044178,295443.000000,108392.251577
4096,2446702.392961,211374.000000,298674.118720
8192,3887219.102568,294882.000000,2436828.006171
16384,670275.709309,89783.000000,433964.683057
32768,2140666.069526,274940.000000,890679.348225
65536,1171636.104764,120061.000000,544906.500804
