frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1165056.070866,264104.000000,91.318125
4,1670681.649166,293129.000000,390.648179
8,1913793.290564,300981.000000,73.688534
16,2424234.142380,301065.000000,661.108161
32,2163029.582887,271407.000000,1371.026987
64,2249750.083902,304161.000000,260369.816342
128,2588046.301305,298242.000000,7986.461607
256,3189017.986132,302672.000000,23939.003718
512,3187740.268216,290874.000000,469352.841776
1024,1503529.425925,299161.000000,23133.898007
2048,1961589.412552,302846.000000,78173.169048
4096,1352982.192294,254319.000000,296819.445667
8192,969308.266467,130348.000000,406924.513389
16384,519721.782421,64963.000000,325301.831421
32768,2503142.920158,177974.000000,1477251.139626
65536,5162755.285430,289797.000000,4215411.905275
