frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1486744.200573,270327.000000,191.554170
4,745450.569925,193204.000000,162.981594
8,1996019.070265,293869.000000,254359.159025
16,2348238.048035,293704.000000,1233.474361
32,2356202.279111,296932.000000,351.027064
64,2578507.153561,301381.000000,9320.267003
128,3036959.375886,302740.000000,4668.997965
256,2743510.367225,300771.000000,106251.810065
512,3209779.195748,282863.000000,258960.176313
1024,2990766.835371,280849.000000,189166.211809
2048,3006466.549384,294303.000000,350148.094433
4096,1372357.021315,205583.000000,577281.763460
8192,2934149.534729,273569.000000,1223664.449604
16384,4113745.151220,264867.000000,966928.671443
32768,1085715.838826,117981.000000,950196.523627
65536,2090622.635502,128938.000000,2042380.702766
