frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1517429.851858,295900.000000,53.758720
4,592480.534501,126743.000000,42.638011
8,2263264.445100,282630.000000,120.900786
16,2071404.417709,292795.000000,77232.900502
32,2256995.777892,284795.000000,414.019323
64,2835435.468226,297543.000000,6477.643862
128,3423437.403428,297444.000000,76652.563375
256,3020162.849261,296984.000000,435135.350701
512,1518298.536851,261959.000000,415683.420398
1024,3323141.284430,288237.000000,774097.311811
2048,2257336.809499,292246.000000,304277.565808
4096,651222.641240,114358.000000,73784.832073
8192,2470113.683859,300032.000000,869688.784519
16384,2217211.139721,246406.000000,1534760.883084
32768,1599098.384094,159851.000000,1144780.948087
65536,2290238.769308,284571.000000,0.000000
