frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1974634.057998,294501.000000,233.353809
4,607072.673457,143742.000000,42.438190
8,1266964.678319,175215.000000,949.732594
16,762166.034220,253329.000000,2598.277699
32,2708353.590009,301637.000000,138.665064
64,2520718.684815,267274.000000,1984.588622
128,2534191.978577,296439.000000,4026.235463
256,2670913.437714,293660.000000,73542.946990
512,2302583.460331,277814.000000,376333.906026
1024,2217636.067498,291247.000000,715856.172812
2048,3582529.710223,298194.000000,1266118.243452
4096,3149098.859322,298034.000000,181559.372096
8192,2444481.901117,173413.000000,1163809.472099
16384,3712536.550614,268935.000000,2516543.005577
32768,540416.196507,76696.000000,476890.196923
65536,4191060.822581,298416.000000,3095542.628752
