frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1619383.263822,293347.000000,23237.470947
4,1968285.872906,301757.000000,271.057190
8,1806509.651772,291959.000000,248.394847
16,1493807.219373,283167.000000,770.918284
32,1493995.703704,223698.000000,11503.008128
64,2948071.505835,295696.000000,73538.643977
128,3026572.777192,296104.000000,361.090016
256,3006198.090590,306836.000000,248945.532726
512,3396341.970672,287997.000000,495021.118782
1024,2186185.935728,261029.000000,533393.418659
2048,1785286.935496,285443.000000,353711.906592
4096,3096234.135449,299353.000000,1164366.477627
8192,2080225.357869,252456.000000,635744.938265
16384,3564216.542119,258755.000000,2144404.938989
32768,4793074.299991,279805.000000,3806767.915091
65536,3465707.557479,252161.000000,2631266.867380
