frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2044862.223967,296159.000000,303.830545
4,702904.931008,223754.000000,247.870934
8,1514206.083691,291881.000000,129.147203
16,1186321.424567,204065.000000,34205.790577
32,3125658.283342,300278.000000,159832.167354
64,2451625.715711,280137.000000,50032.142818
128,2436705.387125,299663.000000,3797.776191
256,2492293.264572,276239.000000,109485.456062
512,2628425.647659,299669.000000,80979.931465
1024,3317083.703682,291498.000000,511286.193899
2048,2288231.395977,289537.000000,558824.968568
4096,2733177.528082,297800.000000,989408.807919
8192,3616811.620709,299948.000000,939710.921804
16384,3387402.289809,291103.000000,1578726.276689
32768,2003017.271420,210666.000000,1174576.472948
65536,5155807.969171,306042.000000,4725755.861041
