frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,465904.562000,207159.000000,28.425341
4,1179302.201921,298841.000000,301.013289
8,2341881.198325,288945.000000,1450.505774
16,1981771.831062,294256.000000,7897.669720
32,2563647.714965,300129.000000,540.822522
64,2029372.303050,292908.000000,54208.253938
128,3516830.382394,297260.000000,214754.258517
256,2591090.508172,290960.000000,295598.283515
512,1761911.505593,273825.000000,31147.018348
1024,2839659.589341,299125.000000,282474.258054
2048,3113039.824673,289487.000000,118048.540245
4096,3720571.740261,297976.000000,1457215.092897
8192,3640092.009965,293520.000000,1231385.791274
16384,2240768.271488,230864.000000,1137749.191474
32768,1643623.870965,163896.000000,885031.229847
65536,7571069.743831,293703.000000,7303284.392829
