frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1796614.894489,296828.000000,97.288232
4,1992952.248731,280542.000000,181.782837
8,998593.941511,161737.000000,2113.458067
16,2176916.949303,296231.000000,257721.195304
32,1797457.921734,293501.000000,82137.097696
64,2131793.663839,287243.000000,4812.174249
128,2046606.276532,297569.000000,216287.394046
256,2577311.856772,262752.000000,519822.379103
512,3657393.063519,300962.000000,62759.375435
1024,3428721.295073,277023.000000,192286.785347
2048,1987066.040710,217037.000000,481916.249723
4096,2567531.133085,293492.000000,656144.667496
8192,3374699.963362,292287.000000,365413.585314
16384,1800977.458449,153361.000000,856349.958632
32768,2994639.794035,210842.000000,2715599.539739
65536,5490024.616677,279664.000000,4839762.113560
