frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1863183.611637,280881.000000,537.131269
4,1196900.249698,285548.000000,98.706636
8,2371584.675941,300602.000000,394.435039
16,1208659.475877,263016.000000,974.332592
32,2300273.920994,300358.000000,661.086984
64,2016720.197468,263090.000000,5230.873828
128,2709538.609112,300265.000000,5689.785760
256,2978138.680561,292825.000000,65116.749543
512,2280410.541995,301819.000000,251910.738761
1024,2778029.912666,293963.000000,347108.215197
2048,2543813.463183,297557.000000,755993.286666
4096,4182275.775458,303330.000000,476551.041899
8192,2082074.757778,278201.000000,862284.823389
16384,2916504.362896,255372.000000,1879893.814702
32768,1717367.588079,222227.000000,757073.019851
65536,6262581.435619,300397.000000,6019144.336891
