frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1706118.474947,274908.000000,202.516666
4,1691221.235590,300781.000000,51.662365
8,1970034.434474,267185.000000,150.884061
16,2549131.380279,255993.000000,107.554637
32,2077677.263650,287419.000000,4286.956496
64,2735853.739462,289484.000000,1638.584145
128,2422642.384609,298661.000000,39456.743112
256,3133290.865687,290580.000000,320490.132238
512,2682593.251907,292938.000000,220265.549787
1024,2682580.137388,295042.000000,147468.969858
2048,3574144.286057,296798.000000,884892.508188
4096,1947116.670989,215293.000000,303527.261021
8192,3472682.829611,251028.000000,1743936.426492
16384,2676199.782802,292425.000000,330168.195903
32768,3207349.026511,248577.000000,621395.897566
65536,3020000.794747,229261.000000,2835712.834287
