frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1314413.237128,300334.000000,137.368119
4,2412356.722745,293811.000000,36857.089087
8,1756501.711297,295438.000000,189.457119
16,1502489.639952,294884.000000,34310.777942
32,2468292.531721,298639.000000,912.809400
64,3150629.014160,300575.000000,5767.438773
128,2845270.216103,299565.000000,5059.043487
256,2241663.200369,277767.000000,31810.533538
512,3051608.527659,291552.000000,84367.499542
1024,2941584.529679,297565.000000,107764.785491
2048,2037406.757986,246846.000000,1025137.723771
4096,2865966.835325,293375.000000,1322201.423814
8192,3468337.420483,300762.000000,957508.882805
16384,2069681.719776,226996.000000,1262628.284828
32768,4478328.493042,241463.000000,2095732.248580
65536,4516070.817576,298466.000000,240929.381691
