frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,911875.023190,203328.000000,750.977363
4,1508217.346053,241815.000000,105.971694
8,2091023.183561,297380.000000,169.348753
16,1611783.847109,281747.000000,544.014706
32,1668360.039556,223317.000000,251.001992
64,2250561.633439,301911.000000,123795.192019
128,2897103.434980,299543.000000,399194.279612
256,2058881.646387,262675.000000,377304.374544
512,3016961.915523,298063.000000,399547.333463
1024,3658216.216657,286643.000000,612938.546007
2048,2492929.219991,293645.000000,981482.975944
4096,2648925.052047,302405.000000,756193.385843
8192,1410252.838581,243693.000000,301517.788989
16384,300727.839696,39091.000000,159902.558250
32768,4405288.980858,273986.000000,3809094.590790
65536,5683648.630813,295504.000000,5272508.353191
