frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,22662215.394310,513606.000000,0.000000
4,22187616.732611,502801.000000,0.000000
8,23098385.418123,522415.000000,0.000000
16,23399790.691057,528391.000000,0.000000
32,23823824.125073,513791.000000,0.000000
64,24304622.747582,511705.000000,0.000000
128,23281243.732374,517663.000000,0.000000
256,23734077.325193,503163.000000,0.000000
512,23623779.384876,515393.000000,0.000000
1024,26037061.722348,540669.000000,0.000000
2048,23161374.407392,526277.000000,0.000000
4096,23492480.266655,495483.000000,0.000000
8192,19947310.147096,460739.000000,0.000000
16384,28744135.485515,543385.000000,0.000000
32768,19798792.763266,404743.000000,0.000000
65536,21086240.927563,408494.000000,0.000000
