frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,22646147.868244,518551.000000,0.000000
4,22661825.767823,518708.000000,0.000000
8,23170390.993234,511871.000000,0.000000
16,22967617.730051,504936.000000,0.000000
32,22917363.200653,526367.000000,0.000000
64,23913592.979862,536975.000000,0.000000
128,23499831.555332,533787.000000,0.000000
256,24562394.120764,524945.000000,0.000000
512,23001030.869758,499824.000000,0.000000
1024,25672584.252708,537860.000000,0.000000
2048,21613553.806714,484918.000000,0.000000
4096,18579731.110355,467924.000000,0.000000
8192,23476665.869400,537599.000000,0.000000
16384,15095547.808539,408820.000000,0.000000
32768,17060130.689668,398925.000000,0.000000
65536,43246962.087986,677970.000000,0.000000
