frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,22799880.019710,509235.000000,0.000000
4,23021602.495659,507068.000000,0.000000
8,22571176.198476,514584.000000,0.000000
16,22885309.792047,509955.000000,0.000000
32,24307404.397674,543573.000000,0.000000
64,23500009.502501,513180.000000,0.000000
128,24945378.234956,533704.000000,0.000000
256,21842645.799748,494725.000000,0.000000
512,22707032.740306,502010.000000,0.000000
1024,25998143.449141,557780.000000,0.000000
2048,23821685.722291,508688.000000,0.000000
4096,19434857.455240,468317.000000,0.000000
8192,23412146.841657,510186.000000,0.000000
16384,11554039.049344,375303.000000,0.000000
32768,30983587.838672,572672.000000,0.000000
65536,39640159.377734,667201.000000,0.000000
