frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,22095223.585583,512780.000000,0.000000
4,23476853.975115,513047.000000,0.000000
8,22382790.860168,505506.000000,0.000000
16,23253724.042065,501605.000000,0.000000
32,24316375.458558,531823.000000,0.000000
64,22537182.778893,527690.000000,0.000000
128,23467422.759949,510416.000000,0.000000
256,23982061.365571,520337.000000,0.000000
512,24246932.852092,530095.000000,0.000000
1024,23752689.903476,513598.000000,0.000000
2048,22963445.463092,502645.000000,0.000000
4096,27274861.730893,542071.000000,0.000000
8192,24401008.468774,561891.000000,0.000000
16384,33281057.833132,587831.000000,0.000000
32768,38213297.288622,658830.000000,0.000000
65536,31813373.317818,582882.000000,0.000000
