frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,22498174.925216,511486.000000,0.000000
4,23154916.480563,527315.000000,0.000000
8,22489548.869749,517170.000000,0.000000
16,22855599.629752,508815.000000,0.000000
32,22707230.016178,514046.000000,0.000000
64,23867269.783552,528168.000000,0.000000
128,22808477.900098,494881.000000,0.000000
256,23579889.060251,513700.000000,0.000000
512,24313782.797035,525984.000000,0.000000
1024,21377669.725987,505358.000000,0.000000
2048,26602498.679468,568658.000000,0.000000
4096,26736340.469883,533322.000000,0.000000
8192,23670667.171881,513017.000000,0.000000
16384,20919057.483935,452126.000000,0.000000
32768,12144634.785003,334849.000000,0.000000
65536,27187964.735101,526783.000000,0.000000
