frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,21774588.090464,512612.000000,0.000000
4,22914104.244675,511962.000000,0.000000
8,23478493.423373,513154.000000,0.000000
16,23385750.163480,517118.000000,0.000000
32,23007838.350727,497296.000000,0.000000
64,23315593.266300,517128.000000,0.000000
128,23650590.330374,518176.000000,0.000000
256,22694641.932646,501868.000000,0.000000
512,22866868.763582,505784.000000,0.000000
1024,22814038.410781,506452.000000,0.000000
2048,25729863.026520,560790.000000,0.000000
4096,25129337.426009,558850.000000,0.000000
8192,23215315.010843,523092.000000,0.000000
16384,34610402.880157,620839.000000,0.000000
32768,21044793.657976,431538.000000,0.000000
65536,39859651.942576,678736.000000,0.000000
