frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,23434500.419748,516735.000000,0.000000
4,23274612.573046,511540.000000,0.000000
8,23014693.912807,529746.000000,0.000000
16,22733327.216011,512634.000000,0.000000
32,22988039.722391,503385.000000,0.000000
64,23475764.270218,529939.000000,0.000000
128,23193511.064081,528794.000000,0.000000
256,22518196.590642,495968.000000,0.000000
512,23364940.862762,513553.000000,0.000000
1024,21378784.211045,492028.000000,0.000000
2048,20321271.142367,470555.000000,0.000000
4096,22587914.454720,504177.000000,0.000000
8192,21967698.266175,520982.000000,0.000000
16384,21810314.902996,448882.000000,0.000000
32768,39376639.919143,702730.000000,0.000000
65536,15729868.526456,377522.000000,0.000000
