arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
34.00,8.50,262144,1.00,99.00,100
28.00,56.30,64,100.00,0.00,99
34.00,9.80,32768,1.00,99.00,100
30.00,60.00,12,100.00,0.00,99
22.00,60.00,24,100.00,0.00,99
32.00,56.30,64,100.00,0.00,100
32.00,18.90,512,17.17,82.83,99
26.00,60.00,18,100.00,0.00,99
26.00,18.90,512,8.00,92.00,100
24.00,56.30,64,100.00,0.00,99
30.00,60.00,18,100.00,0.00,100
36.00,60.00,24,100.00,0.00,100
40.00,60.00,18,100.00,0.00,100
34.00,60.00,18,100.00,0.00,100
22.00,8.50,262144,1.01,98.99,99
28.00,60.00,24,100.00,0.00,99
40.00,60.00,24,100.00,0.00,100
34.00,60.00,12,100.00,0.00,100
26.00,56.30,64,100.00,0.00,99
30.00,60.00,24,100.00,0.00,99
40.00,8.50,262144,1.00,99.00,100
36.00,60.00,18,100.00,0.00,100
40.00,60.00,12,100.00,0.00,100
36.00,56.30,64,100.00,0.00,100
34.00,60.00,24,100.00,0.00,99
38.00,56.30,64,100.00,0.00,100
38.00,9.80,32768,1.03,98.97,97
40.00,9.80,32768,1.00,99.00,100
20.00,12.40,4096,1.03,98.97,97
34.00,18.90,512,3.00,97.00,100
32.00,9.80,32768,1.00,99.00,100
38.00,12.40,4096,1.00,99.00,100
28.00,60.00,12,100.00,0.00,99
36.00,60.00,12,100.00,0.00,100
26.00,60.00,12,100.00,0.00,99
22.00,60.00,12,100.00,0.00,98
36.00,12.40,4096,1.00,99.00,100
34.00,12.40,4096,1.00,99.00,100
32.00,60.00,18,100.00,0.00,100
20.00,56.30,64,100.00,0.00,98
32.00,12.40,4096,2.00,98.00,100
30.00,56.30,64,100.00,0.00,99
32.00,60.00,12,100.00,0.00,100
38.00,60.00,18,100.00,0.00,100
32.00,60.00,24,100.00,0.00,99
32.00,8.50,262144,1.00,99.00,100
22.00,56.30,64,100.00,0.00,99
40.00,18.90,512,1.00,99.00,100
36.00,8.50,262144,1.00,99.00,100
24.00,60.00,24,100.00,0.00,99
36.00,9.80,32768,1.00,99.00,100
38.00,60.00,12,100.00,0.00,100
30.00,9.80,32768,1.01,98.99,99
20.00,8.50,262144,1.00,99.00,100
38.00,8.50,262144,1.00,99.00,100
30.00,18.90,512,47.47,52.53,99
26.00,9.80,32768,1.01,98.99,99
28.00,8.50,262144,1.02,98.98,98
40.00,56.30,64,100.00,0.00,100
24.00,60.00,12,100.00,0.00,99
28.00,60.00,18,100.00,0.00,99
20.00,9.80,32768,1.03,98.97,97
24.00,12.40,4096,1.02,98.98,98
38.00,60.00,24,100.00,0.00,100
24.00,18.90,512,22.22,77.78,99
24.00,8.50,262144,1.02,98.98,98
34.00,56.30,64,100.00,0.00,100
36.00,18.90,512,13.13,86.87,99
24.00,9.80,32768,1.01,98.99,99
26.00,60.00,24,100.00,0.00,99
40.00,12.40,4096,1.00,99.00,100
22.00,18.90,512,24.49,75.51,98
22.00,9.80,32768,1.01,98.99,99
20.00,60.00,12,100.00,0.00,98
22.00,60.00,18,100.00,0.00,99
30.00,12.40,4096,1.01,98.99,99
28.00,12.40,4096,1.01,98.99,99
38.00,18.90,512,16.00,84.00,100
26.00,12.40,4096,2.00,98.00,100
26.00,8.50,262144,1.00,99.00,100
20.00,18.90,512,21.43,78.57,98
20.00,60.00,18,100.00,0.00,98
28.00,18.90,512,1.01,98.99,99
20.00,60.00,24,100.00,0.00,98
24.00,60.00,18,100.00,0.00,99
28.00,9.80,32768,1.00,99.00,100
22.00,12.40,4096,1.02,98.98,98
30.00,8.50,262144,1.04,98.96,96
