frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3193425.141660,297955.000000,136.370818
4,1841852.372784,250134.000000,10084.943530
8,3162761.656453,250865.000000,49642.969079
16,1779102.038137,201007.000000,69231.259067
32,2331051.833682,266970.000000,71961.334611
64,5200193.605492,261613.000000,217674.854754
128,5667167.920028,299285.000000,344955.695312
256,5757340.274803,266736.000000,12094.365920
512,7085687.378995,294864.000000,858523.491207
1024,6526798.542930,270252.000000,890212.807902
2048,6184235.790515,283523.000000,508725.170070
4096,5695318.659491,304730.000000,515018.414638
8192,2350771.317373,158051.000000,893265.042689
16384,7572494.821587,191035.000000,5151929.048930
32768,6225448.091131,157414.000000,5860331.300791
65536,11091484.369259,303274.000000,8951882.988701
