frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2156811.602784,258812.000000,14923.359910
4,1603323.534461,271784.000000,40173.857383
8,3417460.772008,271719.000000,87985.617501
16,4112974.033869,278639.000000,237786.365114
32,4692634.623212,296154.000000,73487.840695
64,4156080.701296,262637.000000,259629.646828
128,3830927.494031,279359.000000,355140.207536
256,5885667.874142,296375.000000,155609.805106
512,5234414.654353,295087.000000,654082.229353
1024,6840433.996005,273644.000000,759004.078545
2048,5786801.098856,253093.000000,1427540.566648
4096,5330335.041283,293542.000000,905028.928853
8192,4005310.036220,214295.000000,848493.708185
16384,6173367.106456,242954.000000,1301451.287954
32768,6069476.288981,256102.000000,2563688.291296
65536,1642299.302191,68290.000000,1605135.135478
