frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2895740.433222,305254.000000,0.000000
4,3209438.630287,305130.000000,0.000000
8,2634627.651097,274409.000000,0.000000
16,3674862.858232,290858.000000,0.000000
32,3565218.324862,301157.000000,0.000000
64,4136319.214764,301758.000000,0.000000
128,4965557.264874,303337.000000,0.000000
256,4654968.235904,305221.000000,0.000000
512,3817641.917811,303205.000000,0.000000
1024,3610781.016844,296307.000000,0.000000
2048,4040407.594559,298281.000000,0.000000
4096,3690405.800399,258435.000000,0.000000
8192,3940059.807900,256281.000000,0.000000
16384,1983048.862391,136845.000000,0.000000
32768,6888339.855476,303875.000000,0.000000
65536,7771706.130476,305104.000000,0.000000
