frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3489875.137913,292282.000000,122775.691548
4,1528456.101836,214580.000000,4634.350008
8,2169158.569408,303932.000000,72987.806173
16,3917787.532786,271163.000000,33534.817205
32,2471325.158894,222218.000000,40122.901316
64,2617922.585768,293753.000000,108218.268573
128,5666163.429919,306412.000000,140807.787846
256,5637977.345030,293237.000000,39605.604755
512,5880542.527838,304381.000000,175593.951223
1024,3319649.324930,275339.000000,189838.989807
2048,7130660.411814,285677.000000,854152.575812
4096,2602106.771363,199247.000000,927021.312248
8192,8668349.172091,246994.000000,4077493.829268
16384,3147232.826455,252983.000000,1612979.885384
32768,10776147.669904,247933.000000,3162227.717648
65536,10395520.538510,228068.000000,9962300.386160
