frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2111872.459435,285465.000000,0.000000
4,2107486.089647,294427.000000,0.000000
8,3672907.271726,304409.000000,0.000000
16,2563868.025633,283102.000000,0.000000
32,2762712.813586,302763.000000,0.000000
64,3576756.396791,296762.000000,0.000000
128,3509153.576894,301350.000000,0.000000
256,4568365.405673,296563.000000,0.000000
512,3129603.059573,292847.000000,0.000000
1024,3933751.780778,295599.000000,0.000000
2048,5379406.145260,295321.000000,0.000000
4096,7165923.391912,258869.000000,0.000000
8192,6515861.972809,298201.000000,0.000000
16384,3812707.113106,301141.000000,0.000000
32768,5485576.969073,305660.000000,0.000000
65536,2626225.902033,221950.000000,0.000000
