frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2821920.599818,237492.000000,54580.272379
4,1401431.826597,187255.000000,14906.469267
8,4279445.186310,274354.000000,163902.641214
16,3334707.992840,244471.000000,38151.305653
32,4629533.959418,278607.000000,384.191359
64,4054330.415630,289502.000000,229370.243914
128,4283346.860265,249269.000000,373580.649900
256,5154553.395753,290579.000000,430519.516739
512,5841874.463550,279469.000000,637437.780804
1024,6999672.526838,287775.000000,1400506.503678
2048,4823220.499999,259216.000000,972492.335597
4096,7540996.521985,185257.000000,1684888.785167
8192,3539019.782789,271880.000000,830279.721918
16384,4427397.521340,305203.000000,1655293.699632
32768,3179018.710293,271081.000000,2246693.031905
65536,10020321.519410,218572.000000,8032875.886937
