frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1356293.856572,148464.000000,20771.302366
4,3088589.305894,281640.000000,44615.937623
8,3538991.181209,224124.000000,20946.257040
16,6553174.964365,304049.000000,47176.702333
32,4073871.864137,298126.000000,85327.646909
64,5364017.333289,302485.000000,404580.890510
128,4438944.346123,236721.000000,252230.131525
256,5203546.947434,229570.000000,527097.770426
512,4717428.022234,296525.000000,389008.225310
1024,6113738.936904,284936.000000,862233.615562
2048,5271729.186904,266524.000000,801174.987870
4096,6895259.434119,281290.000000,2511779.079590
8192,4336292.006162,249496.000000,1493147.790263
16384,6322314.227660,171678.000000,1974825.657058
32768,4934322.325461,235393.000000,2774667.255095
65536,5689351.825811,147162.000000,4744279.735268
