frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,544492.100179,113986.000000,7121.995086
4,2981854.187774,297333.000000,91350.434558
8,3792964.668010,257766.000000,28359.919358
16,2287155.421310,294637.000000,65700.291301
32,3776771.028887,294252.000000,33303.938431
64,5591100.115044,247100.000000,195551.981460
128,5888024.766645,274052.000000,269542.071223
256,5308955.864768,276543.000000,65128.319670
512,4475911.717180,235994.000000,633467.678986
1024,4174216.949903,301853.000000,547114.076995
2048,3294595.511049,209652.000000,350503.227710
4096,4867619.351967,305417.000000,511191.880494
8192,6134397.918075,305875.000000,2091604.535556
16384,6251224.029172,286410.000000,2874146.169384
32768,3001786.000812,211303.000000,1861467.466278
65536,8286621.044461,240237.000000,5693705.834018
