frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2264661.819210,291474.000000,22453.705819
4,2541747.422800,255585.000000,24498.133072
8,2597401.960360,203264.000000,6576.444480
16,2026383.337839,304739.000000,61272.727914
32,2861887.276666,303353.000000,117490.494441
64,3942815.484962,255363.000000,232954.540353
128,4255945.932446,289223.000000,280608.696077
256,3891917.976679,304066.000000,252950.411152
512,5097343.732395,304553.000000,444197.148860
1024,3449826.058682,290923.000000,555096.928995
2048,5049208.942285,278433.000000,607928.671859
4096,5282310.518683,304073.000000,525316.870251
8192,4695096.182647,275192.000000,434272.072831
16384,5239794.801539,190403.000000,2189134.983349
32768,4483845.068756,207556.000000,2740764.390519
65536,4498964.669685,151626.000000,4170655.549818
