frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1225518.355393,136599.000000,192.649942
4,3236870.720826,292179.000000,44909.106927
8,3587776.409571,289354.000000,135735.312881
16,3375277.868615,303800.000000,53145.598096
32,3271937.856186,299445.000000,63631.945664
64,3490083.004763,302392.000000,120962.805928
128,4491207.789943,300632.000000,467483.033114
256,4831655.988443,299079.000000,519244.920084
512,4475174.795770,298176.000000,739437.411201
1024,4956874.322374,310197.000000,442833.747129
2048,4093637.938724,301292.000000,772084.685605
4096,5209208.874879,305060.000000,1319950.711508
8192,2163252.912251,215154.000000,428739.785914
16384,5637999.974099,303240.000000,2261763.227722
32768,7299755.888782,294871.000000,6063258.482491
65536,7345538.357535,252801.000000,5095894.439299
