frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3288958.172584,303021.000000,64847.015429
4,5044827.159398,305855.000000,68001.269598
8,1619948.220217,113690.000000,37472.146055
16,3322315.090494,265868.000000,84605.689874
32,5251399.999286,200108.000000,121.486625
64,3982418.339899,257081.000000,51626.558068
128,7402855.884063,294589.000000,234480.775182
256,4392260.946676,235036.000000,450521.396063
512,4061612.373263,257166.000000,465387.935295
1024,3136061.773552,285860.000000,650401.086179
2048,1626809.732817,199372.000000,162882.778795
4096,3162523.919885,297636.000000,1151670.397709
8192,8234455.622485,209242.000000,3653817.759403
16384,9334216.665440,251562.000000,4584339.000376
32768,10682320.533200,276032.000000,7789870.532462
65536,8912937.780327,219544.000000,7113344.116331
