frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,961922.153964,111418.000000,0.000000
4,2270238.250887,287815.000000,0.000000
8,3375858.312640,295057.000000,0.000000
16,2055671.664321,280066.000000,0.000000
32,2247917.471031,272965.000000,0.000000
64,4297556.464371,304749.000000,0.000000
128,4349504.419399,247179.000000,0.000000
256,2438785.978921,236423.000000,0.000000
512,7793226.006453,277705.000000,0.000000
1024,4567309.283232,261341.000000,0.000000
2048,8673356.543404,299021.000000,0.000000
4096,10248645.631106,304919.000000,0.000000
8192,10884488.579853,303462.000000,0.000000
16384,11986960.751076,263036.000000,0.000000
32768,3449907.892451,108892.000000,0.000000
65536,12747072.184273,300568.000000,0.000000
