frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2231337.059125,298088.000000,0.000000
4,2298965.125841,255762.000000,0.000000
8,3595248.390141,287012.000000,0.000000
16,4146972.598602,303775.000000,0.000000
32,5930451.561558,299195.000000,0.000000
64,3024218.270167,293951.000000,0.000000
128,5103132.005309,260888.000000,0.000000
256,3457990.900675,235986.000000,0.000000
512,7302487.933848,255703.000000,0.000000
1024,5915253.839712,265604.000000,0.000000
2048,5898814.380944,275608.000000,0.000000
4096,6653412.382562,276383.000000,0.000000
8192,4595389.143454,248792.000000,0.000000
16384,686197.029876,25586.000000,0.000000
32768,7386620.690480,274358.000000,0.000000
65536,4967732.981270,144610.000000,0.000000
