frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1007926.522883,147350.000000,13841.645711
4,1795186.740150,265172.000000,29965.958703
8,2338950.454782,263389.000000,37403.771187
16,3572540.965672,290507.000000,12461.374443
32,3986088.163553,301460.000000,239372.885150
64,2536872.696653,300056.000000,26320.423743
128,3695795.674851,302171.000000,147359.928020
256,4533856.134259,274716.000000,431584.146323
512,4840374.883723,300638.000000,201330.537656
1024,5264416.836760,294633.000000,823615.436910
2048,5225320.844064,297974.000000,777035.124599
4096,6143664.633426,302356.000000,1701864.853871
8192,3643352.671400,259967.000000,1481814.507854
16384,3436750.783530,124444.000000,367865.992170
32768,9569382.009047,280243.000000,3737558.768120
65536,2838156.349543,180605.000000,2524811.293552
