frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1954034.883421,176907.000000,0.000000
4,3745250.144418,249973.000000,0.000000
8,2981964.099490,237405.000000,0.000000
16,4610288.553636,302435.000000,0.000000
32,3383305.779538,215426.000000,0.000000
64,6222791.148675,292318.000000,0.000000
128,5182601.857023,282672.000000,0.000000
256,6735561.633038,296212.000000,0.000000
512,4716181.234218,236201.000000,0.000000
1024,6620741.062940,275558.000000,0.000000
2048,6621168.665787,291148.000000,0.000000
4096,7069540.842777,279642.000000,0.000000
8192,2644256.364992,111401.000000,0.000000
16384,5032697.730162,304998.000000,0.000000
32768,2883923.864100,123339.000000,0.000000
65536,9382583.721796,304392.000000,0.000000
