frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1478016.926132,225328.000000,0.000000
4,2942218.128070,285820.000000,0.000000
8,2680050.627386,303095.000000,0.000000
16,5084016.990263,304068.000000,0.000000
32,3598922.820730,290217.000000,0.000000
64,3987526.795428,285975.000000,0.000000
128,4623678.211481,290318.000000,0.000000
256,2481756.866814,296160.000000,0.000000
512,5555767.559347,304966.000000,0.000000
1024,4111207.857654,302846.000000,0.000000
2048,5560580.486575,304664.000000,0.000000
4096,5605351.069783,288853.000000,0.000000
8192,5597169.512060,289911.000000,0.000000
16384,2410959.047383,197173.000000,0.000000
32768,9128150.177533,270450.000000,0.000000
65536,11351542.850855,302460.000000,0.000000
