frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1882707.867721,221812.000000,59722.225972
4,3318011.226789,305105.000000,74590.805110
8,1936933.219489,240617.000000,18312.558041
16,3189680.105123,275852.000000,61077.618086
32,3952475.395460,303457.000000,155040.703269
64,4547266.793091,305576.000000,148940.036461
128,4030521.939422,297668.000000,192392.293138
256,3099683.926925,299484.000000,50832.475466
512,3850008.919021,303315.000000,421165.687137
1024,2852381.453046,207584.000000,249333.532432
2048,4503705.372209,278567.000000,926302.716668
4096,4693751.024510,303820.000000,546853.351974
8192,4945305.075877,280999.000000,438762.811447
16384,7547770.290758,306282.000000,3273341.419803
32768,814614.188878,91715.000000,0.000000
65536,8558056.131006,304366.000000,5324647.046654
