frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3205887.340698,291331.000000,62894.576165
4,1826271.696030,260880.000000,33917.001194
8,2434903.771298,294700.000000,65132.091368
16,2522749.535586,291177.000000,411.526427
32,2913212.118389,284693.000000,3599.954027
64,2886162.040961,254852.000000,177647.383606
128,4465357.047970,304261.000000,171826.196914
256,6727436.656466,304981.000000,538660.867328
512,5278087.856270,300268.000000,239183.087431
1024,6785458.704945,301864.000000,953753.058018
2048,5241239.617293,302897.000000,1475010.505017
4096,5441478.953667,306753.000000,963436.498790
8192,3833570.010091,231306.000000,947362.552347
16384,4486345.725150,210165.000000,2938763.296664
32768,4725271.107323,186438.000000,2315072.089683
65536,12748872.169390,304497.000000,11753678.876882
