frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2467337.387379,304492.000000,25392.154576
4,3320017.954560,298525.000000,85733.750974
8,2668340.559813,256370.000000,18376.293533
16,2496366.638377,300938.000000,64538.544894
32,2657182.484521,293054.000000,93826.667686
64,3248935.939296,297787.000000,72226.936963
128,5083195.189728,298052.000000,242055.787301
256,4838805.439333,295544.000000,484670.554447
512,4761469.385842,302587.000000,741184.645422
1024,6054284.017683,300222.000000,418773.831309
2048,4536764.975399,297994.000000,859060.322926
4096,6600612.103214,290660.000000,2224642.410207
8192,3949541.741345,306551.000000,735246.776573
16384,6427322.280443,196577.000000,3297855.386299
32768,5030266.148362,210541.000000,2603898.782373
65536,8231208.435008,304209.000000,7076310.878904
