frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2148692.231631,248468.000000,31374.815936
4,2164143.045143,301644.000000,45167.647061
8,2777250.150491,299489.000000,52119.575852
16,4083630.895441,295706.000000,75895.526179
32,4412098.756526,281661.000000,48786.434785
64,4655094.341498,304273.000000,241991.802743
128,3193953.998772,242388.000000,18603.031527
256,6213594.937013,288758.000000,772951.684277
512,5626230.203544,291076.000000,724136.589471
1024,5311441.279155,295679.000000,1205641.584277
2048,5874018.713673,297736.000000,1933401.213988
4096,3106265.877899,299326.000000,218811.925751
8192,5031139.617452,302608.000000,1162584.144001
16384,1829755.377220,123782.000000,438360.293519
32768,6532583.114815,275748.000000,2330039.083162
65536,3035156.534838,93072.000000,744025.902440
