frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2465308.776867,254100.000000,51775.928442
4,4057894.169182,275632.000000,201115.840000
8,2285629.504636,270097.000000,61387.212284
16,4495266.515834,240577.000000,171667.067750
32,3249830.812230,270664.000000,134779.171429
64,5466881.610480,305806.000000,177930.837791
128,4303302.555886,247570.000000,205558.329544
256,5927721.954371,263113.000000,531127.139601
512,6019527.040608,293401.000000,749991.776268
1024,4359028.216460,266656.000000,252583.467460
2048,3563743.911635,213528.000000,433735.437005
4096,4491521.065741,277101.000000,521592.391601
8192,11010482.309118,303964.000000,4728305.391994
16384,6806132.233542,253109.000000,1985531.246661
32768,3492212.101525,103651.000000,3317083.221998
65536,2238898.546657,78515.000000,0.000000
