frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2876395.102141,289417.000000,47900.333297
4,3002473.583503,305729.000000,32301.041206
8,2557429.435734,295820.000000,15474.148022
16,2110506.108559,273039.000000,11006.796673
32,4247973.755397,297810.000000,150809.683847
64,4468011.912673,306355.000000,211089.928194
128,5074992.235651,302356.000000,379067.787781
256,4117363.807666,306615.000000,345330.153340
512,3628489.520713,293097.000000,386954.116218
1024,4057654.326957,271924.000000,392252.418968
2048,5368068.359279,291646.000000,1072038.962603
4096,5219927.457189,307629.000000,1410100.013850
8192,4965884.784034,239894.000000,2141536.791374
16384,4830250.484798,256989.000000,1966301.899728
32768,5012981.396366,274790.000000,3774337.058241
65536,12813674.616347,302496.000000,12619168.996922
