frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3509354.466491,307776.000000,112329.656147
4,2580206.073649,258491.000000,4092.676997
8,854854.687940,98555.000000,8231.662408
16,2003358.433729,235641.000000,23890.088447
32,4495732.719632,303156.000000,161203.901693
64,3364678.732877,296752.000000,206093.503161
128,3858169.216435,304601.000000,120191.162957
256,4987899.151877,301453.000000,57608.272722
512,3648531.989220,303029.000000,414807.372115
1024,4281355.504803,294503.000000,698487.373207
2048,5513048.320520,289290.000000,638732.391741
4096,7442814.578293,304963.000000,1468688.363533
8192,1260082.686773,141127.000000,508356.287038
16384,2580267.078479,200773.000000,1069096.989926
32768,4929657.223994,301793.000000,1617375.981195
65536,3030824.338757,134683.000000,2678870.554957
